date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
27/09/2012,"12 O'Sullivan's Place, Killarney",Kerry,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"13 Lily's Court, Ongar Square, Ongar Village",Dublin,,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"13 Tiffany Downs, Bishopstown",Cork,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"131 Seabury Lawns, Mornington",Meath,,"€112,393.90",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2012,9
27/09/2012,"14 BRIDES GLEN PARK, SWORDS",Dublin,,"€234,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"14 BURRELLS WALK, COLLEGE PARK, KILKENNY",Kilkenny,,"€114,537.43",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
27/09/2012,"14 Marian Avenue, Lifford, Ennis",Clare,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"151 Crossneen Manor, Graiguecullen, Carlow",Carlow,,"€114,295.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
27/09/2012,"155 Huntstown Wood, Huntstown, Dublin 15",Dublin,,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"16 Hayworth Rise, Ongar, Dublin 15",Dublin,,"€164,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"160 Bangor Road, Crumlin, dublin 12",Dublin,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"17 Athgoe Drive, Shankill",Dublin,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"189 Elm Mount Ave, Beaumont, Dublin 9",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"1972 St. Bridget's Avenue, Kilcullen",Kildare,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"2 Adelphi House, Upper George's Street, Dun Laoghaire",Dublin,,"€185,022.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
27/09/2012,"2 Old Church, Templeshannon, Enniscorthy",Wexford,,"€68,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"20 Barker Street, Waterford",Waterford,,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"22 Coolatree Park, Beamount, Dublin 9",Dublin,,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"24 BAYVIEW CRESCENT, killiney",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"26 Abbey Court, Kilcoursey, Clara",Offaly,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"28 Dominic Street, Cork",Cork,,"€112,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"29 Moyacomb Meadows, clonegal",Carlow,,"€85,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2012,9
27/09/2012,"3 BALLINCLEA WOOD, KILLINEY, CO DUBLIN",Dublin,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"3 Blakestown Road, Mulhuddart, Dubliln 15",Dublin,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"31 Barnwell Road, Hansfield",Dublin,,"€169,163.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
27/09/2012,"31 Rathmore Park, Popes Road",Cork,,"€49,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"32  The Grove, Abbeyfarm, Celbridge",Kildare,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"32, THE HAWTHORNS, KILCOCK",Kildare,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"33 CROMWELLSFORT DRIVE, MULGANNONG",Wexford,,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"35 Ratoath Road, Cabra",Dublin,,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"36 Achill Square, Snugborough Road, Waterville  Blanchardstown",Dublin,,"€103,950.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
27/09/2012,"38 RIVERWOOD GARDENS, CASTLEKNOCK, DUBLIN 15",Dublin,,"€299,950.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"4 Daroge  Seven Oaks, Church Avenue, Rathmines",Dublin,,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"4 Killester Park, Killester",Dublin,,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"41 Croftwood Park, Ballyfermot",Dublin,,"€45,375.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"42 Brooklawn Avenue, Newtownpark Avenue, Blackrock",Dublin,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"42 WOODVIEW, KILYGOAN, MONAGHAN",Monaghan,,"€35,812.42",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"44 Marlton Grove, Marlton Road, Wicklow",Wicklow,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"46 Clios Croinn, Saltown, Dundalk",Louth,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"50 Cherryfield Road, Walkinstown, Dublin 12",Dublin,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"50 St Lappins, Little Island",Cork,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"53 Greenhills Estate, South Douglas Road, Cork",Cork,,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"55 Abbeyfield, Killester",Dublin,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"6 Sycamore Drive, Roscommon Road, Athlone",Roscommon,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"62 Straffan Gate, Straffan",Kildare,,"€315,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
27/09/2012,"64a Noonan Road, ...",Cork,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"67 Finglas Park, Dublin 11",Dublin,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"68 Millrace Road, Castleknock",Dublin,,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"7 Clonfert Road, Crumlin, Dublin 12",Dublin,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"7 Hettyfield Mews, Well Road, Douglas",Cork,,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"8 Kiln Lane, Mountrath",Laois,,"€33,550.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"8 St. Vincents Cottages, Blackhorse Avenue",Dublin,,"€117,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"82 Wyckhan Point, Wyckham Way, Dundrum",Dublin,,"€175,001.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
27/09/2012,"89 Rossbrook, Model Farm Road, CORK",Cork,,"€297,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"98 Grange Road, Baldoyle",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Apartment 16 Block A, Thornhill Court, Celbridge",Kildare,,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Apartment 18  Block A, Bellevue Court, Blackrock",Dublin,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Apt 3 Lensman House, East Essex Street, Templebar",Dublin,,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Apt. 27  The Kittiwake, Barnageeragh Cove, Skerries",Dublin,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"BALLINBARNHIG, BALLYDUFF",Kerry,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Cappawhite, Co. Tipperary",Tipperary,,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"cargagh  killinkere, viginia",Cavan,,"€150,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2012,9
27/09/2012,"Clonad, Portlaoise",Laois,,"€17,850.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Clononeen, Borris in Ossory",Laois,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Croghana, Knocklahaun, Kilanerin  Gorey",Wexford,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Emmett Street, Kilmallock",Limerick,,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Kilmucklin, Clara",Offaly,,"€249,200.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"LAWCUS, STONEYFORD",Kilkenny,,"€6,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"McCabes Tavern, Muckno Street, Castleblayney",Monaghan,,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Mount Edward, Ballinful, Sligo",Sligo,,"€206,250.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Mulroog, Ballindereen",Galway,,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Newtown, Donohill",Tipperary,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Old Bridge, Headford, Killarney",Kerry,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Shanacashel, Kilmichael",Cork,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Streamstown Park, Streamstown",Westmeath,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Toprath, Carlingford",Louth,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Unit B  The Skillett, Kinsale",Cork,,"€102,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
27/09/2012,"Westbourne, ennis",Clare,,"€1,923,952.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2012,9
27/09/2012,"Yellow Road, Castlecomer",Kilkenny,,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"'Rowanville', Coolmine, Saggart",Dublin,,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"1 Churchlands, Sandyford Village, Dublin 18",Dublin,,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"1 Hartlands Mews, Hartlands Road, Glasheen",Cork,,"€291,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"10 Brookwood Heights, Artane, Dublin 5",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"10 Creevaghrua, Creevaghbeg, Ballymahon",Longford,,"€48,458.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"10 MOUNT GREEN, GOLF LINKS ROAD, CASTLETROY",Limerick,,"€364,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"10 Park House, 77 Sir John Rogersons Quay, Dublin 2",Dublin,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"100 Stillorgan Heath, Stillorgan",Dublin,,"€403,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"11 Ashcroft Grove, Clonsilla, Dublin 15",Dublin,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"11 Cassian Court South, Royal Canal Park, Ashtown",Dublin,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"11 Cedar Grove, Firhouse Road, Templeogue",Dublin,,"€240,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
28/09/2012,"11, River Close, Killiney",Dublin,,"€88,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"12 beech close, castledermot",Kildare,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"12 Glengara Park, Glenageary",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"127 Conquer Hill Road, Clontarf, Dublin 3",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"13 Knocksinna Crescent, Foxrock",Dublin,,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"13 THE ORCHARD, CHERRYFIELD AVENUE, RANELAGH",Dublin,,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"13 Youghalarra Way, Monroe, Nenagh",Tipperary,,"€213,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"14 FOALIES BRIDGE, BELTURBET, CO CAVAN",Cavan,,"€70,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"14 Sion Road, Glenageary, Co Dublin",Dublin,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"143 Tyrconnell Park  Inchicore, Dublin 8",Dublin,,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"148 castleross, dundalk",Louth,,"€54,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"149A Rosemount, Clongour, Thurles",Tipperary,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"15 belgrove lawn, chapelizod, dublin 20",Dublin,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"15 Edmund Rice Estate, Callan, Co. Kilkenny",Kilkenny,,"€38,225.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"16 Danieli Drive, Artane",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"16 Whiterock View, Wexford",Wexford,,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"17 Dun Oir, Kilkishen",Clare,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"17 Harbour Row, Longford",Longford,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"18 Seapark, Malahide",Dublin,,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"19 McDermott Villas, Navan",Meath,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"19 Wingfield Orchard, Cork Road, Newcastle West",Limerick,,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"2 Ballymullen, Tralee",Kerry,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"2 Crescent Place, Marino, Dublin 3",Dublin,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"2 Kilbelin View, Newbridge",Kildare,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"2 SELSKAR COURT, SKERRIES",Dublin,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"20 BARRACK STREET, WATERFORD",Waterford,,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"20 Woodley Road, Dun Laoghaire",Dublin,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"21  The Sanderling, Barnageeragh Cove, Skerries",Dublin,,"€114,538.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,9
28/09/2012,"21Boice Manor, Tinure, Monasterboice",Louth,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"21, VERNON AVENUE, CLONTARF",Dublin,,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"22  Summerhill Road, Glasthule, County Dublin",Dublin,,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"23 Danesfort, Old Galway Road, Athlone",Roscommon,,"€114,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"25 Moorings, Skibbereen",Cork,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"26 Trinity Street, Drogheda",Louth,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"26 Woodsend, Old River Road, Castleknock",Dublin,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"27 The Grove, Kill St. Lawrence, Waterford",Waterford,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"29 Monastary Terrace, Monastary Hill, Cork",Cork,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"3 Cluain Aiteann, Bree",Wexford,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"3 Forest View, Monasootha, Camolin",Wexford,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"3 Grange Drive, Murhevnamore, Dundalk",Louth,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"3 Iveleary Road, Whitehall, Dublin 9",Dublin,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"3 Sandy Lane, Ballymoney, Gorey",Wexford,,"€168,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"3 Woodberry View, Castleredmond, Midleton",Cork,,"€114,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"30 South Park, Foxrock",Dublin,,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"31 KINGS COURT, MAYPARK LANE",Waterford,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"314 Citywest Plaza, Citywest Drive",Dublin,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"33 TIRELLAN HEIGHTS, HEADFORD ROAD, GALWAY",Galway,,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"34 Cardiffsbridge Avenue, Finglas, Dublin 11",Dublin,,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"34 St. Teresas Road, Kimmage Road West, Dublin 12",Dublin,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"35 Nicholas Street, Cork",Cork,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"37 KEELGROVE, ARDNACRUSHA",Clare,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"38 Dewberry, Mount Oval Village, Rochestown",Cork,,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"38 ST. DAVID'S WOOD, ARTANE",Dublin,,"€260,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"4  High Street, Skibbereen",Cork,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"4  Hollybrook Grove, Clontarf, Dublin 3",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"4 BOROIMHE LAURELS, SWORDS",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"4 Brookfield Court, Blackrock",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"4 The Elms, Grove House, Milltown",Dublin,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"40 Curragh Park, Carlanstown, Kells",Meath,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"40 Merval Drive, Clareview",Limerick,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"40 River Valley, Ballyconnell, Co Cavan",Cavan,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"43 Garrai De Brun, Fort Lorenzo, Galway City",Galway,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"43 Kirwan Street, Grangegorman",Dublin,,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"43 SEAFIELD LAWNS, DUNDALK",Louth,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"44 lambay road, drumcondra, dublin",Dublin,,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"44 Seacrest, Knocknacarra, Galway",Galway,,"€125,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"44 SEAFIELD LAWNS, DUNDALK",Louth,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"48 Patrician Villas, Stillorgan",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
28/09/2012,"5 Cloghanboy Close, Athlone",Westmeath,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,9
